Force,T,U:0,U:1,U:2,generalizedNewtonian:nu,grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8,grad(generalizedNewtonian:nu):0,grad(generalizedNewtonian:nu):1,grad(generalizedNewtonian:nu):2,kappa,p,rho,thermo:alpha,thermo:mu,wallHeatFlux,cellID,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
2.68543,442.93,-0.00051816,-7.94093e-22,-0.00919294,3.08412,-11.2057,1.38778e-17,2.12662,1.38778e-17,-0.0136649,3.46945e-18,1.71965,1.6263e-18,23.0737,-1028.28,1.77636e-15,8881.86,0.242162,1.2559e+06,944.847,0.000120442,177685,0,9102,1,4.45228e-05,4.45228e-05,0,-0.0113044,54
2.68535,442.947,-0.000527274,0,-0.00919147,3.08375,-11.2045,0,2.1653,0,-0.0136635,-3.46945e-18,1.75001,5.42101e-20,23.0664,-1070.59,-1.77636e-15,8884.43,0.242162,1.25587e+06,944.836,0.00012044,177403,0,9102,1,4.53473e-05,4.53473e-05,0,-0.0113044,55
2.68536,442.967,-0.000536472,0,-0.00918972,3.08294,-11.2043,0,2.20396,0,-0.0136632,0,1.78048,0,23.0577,-1107.69,0,8885.9,0.242162,1.25587e+06,944.822,0.000120438,177075,0,9103,1,4.61718e-05,4.61718e-05,0,-0.0113044,56
2.68547,442.991,-0.000545759,0,-0.00918766,3.08163,-11.2051,0,2.24262,0,-0.0136642,0,1.81104,1.73472e-18,23.0475,-1139.12,0,8886.16,0.242162,1.25592e+06,944.806,0.000120436,176694,0,9103,1,4.69963e-05,4.69963e-05,0,-0.0113044,57
2.68557,443.015,-0.000555047,0,-0.00918561,3.08032,-11.206,0,2.28128,0,-0.0136652,3.46945e-18,1.84161,-1.73472e-18,23.0373,-1170.54,1.77636e-15,8886.42,0.242162,1.25597e+06,944.79,0.000120434,176314,0,9103,1,4.78208e-05,4.78208e-05,0,-0.0113044,58
2.68568,443.039,-0.000564335,0,-0.00918355,3.07902,-11.2068,0,2.31993,0,-0.0136663,0,1.87218,0,23.0271,-1201.96,1.77636e-15,8886.67,0.242162,1.25602e+06,944.774,0.000120431,175933,0,9103,1,4.86453e-05,4.86453e-05,0,-0.0113044,59
2.68579,443.063,-0.000573622,4.23516e-22,-0.00918149,3.07771,-11.2077,0,2.35859,0,-0.0136673,0,1.90274,1.73472e-18,23.0169,-1233.38,-8.88178e-16,8886.93,0.242162,1.25607e+06,944.758,0.000120429,175553,0,9103,1,4.94698e-05,4.94698e-05,0,-0.0113044,60
2.68589,443.087,-0.00058291,4.23516e-22,-0.00917943,3.0764,-11.2085,-1.38778e-17,2.39724,-1.38778e-17,-0.0136683,-1.73472e-18,1.93331,1.73472e-18,23.0067,-1264.81,-8.88178e-16,8887.19,0.242162,1.25612e+06,944.742,0.000120427,175172,0,9103,1,5.02943e-05,5.02943e-05,0,-0.0113044,61
2.686,443.111,-0.000592198,-8.47033e-22,-0.00917737,3.0751,-11.2093,6.93889e-18,2.4359,6.93889e-18,-0.0136693,-1.73472e-18,1.96388,1.73472e-18,22.9965,-1296.23,0,8887.45,0.242162,1.25617e+06,944.726,0.000120425,174792,0,9103,1,5.11188e-05,5.11188e-05,0,-0.0113044,62
2.6861,443.135,-0.000601485,-4.23516e-22,-0.00917531,3.07379,-11.2102,-1.38778e-17,2.47456,-1.38778e-17,-0.0136703,-1.73472e-18,1.99444,1.73472e-18,22.9863,-1327.65,-8.88178e-16,8887.71,0.242162,1.25622e+06,944.71,0.000120422,174411,0,9103,1,5.19433e-05,5.19433e-05,0,-0.0113044,63
2.68621,443.159,-0.000610773,0,-0.00917325,3.07248,-11.211,0,2.51321,0,-0.0136713,-3.46945e-18,2.02501,0,22.9761,-1359.08,0,8887.97,0.242162,1.25627e+06,944.694,0.00012042,174031,0,9103,1,5.27678e-05,5.27678e-05,0,-0.0113044,64
2.68631,443.183,-0.000620061,0,-0.00917119,3.07118,-11.2118,0,2.55187,0,-0.0136724,1.73472e-18,2.05558,8.67362e-19,22.9658,-1390.5,8.88178e-16,8888.23,0.242162,1.25632e+06,944.678,0.000120418,173650,0,9103,1,5.35923e-05,5.35923e-05,0,-0.0113044,65
2.68642,443.207,-0.000629348,-4.23516e-22,-0.00916913,3.06987,-11.2127,0,2.59052,0,-0.0136734,1.73472e-18,2.08614,1.73472e-18,22.9556,-1421.92,1.77636e-15,8888.49,0.242162,1.25637e+06,944.662,0.000120415,173270,0,9103,1,5.44168e-05,5.44168e-05,0,-0.0113044,66
2.68652,443.231,-0.000638636,2.11758e-22,-0.00916707,3.06856,-11.2135,6.93889e-18,2.62918,6.93889e-18,-0.0136744,0,2.11671,-1.73472e-18,22.9454,-1453.34,-1.77636e-15,8888.75,0.242162,1.25642e+06,944.646,0.000120413,172889,0,9103,1,5.52413e-05,5.52413e-05,0,-0.0113044,67
2.68663,443.255,-0.000647924,-2.11758e-22,-0.00916501,3.06726,-11.2143,-3.46945e-18,2.66784,-3.46945e-18,-0.0136754,-8.67362e-19,2.14728,-1.73472e-18,22.9352,-1484.77,-2.22045e-15,8889.01,0.242162,1.25647e+06,944.63,0.000120411,172509,0,9103,1,5.60658e-05,5.60658e-05,0,-0.0113044,68
